;r;g;b;color
1362;219;84;77;red
1363;219;85;77;red
1364;219;85;77;red
1365;220;86;78;red
1366;220;86;78;red
1367;220;85;77;red
1368;219;85;77;red
1369;219;85;77;red
1370;220;85;78;red
1371;221;86;80;red
1372;221;86;80;red
1373;222;87;81;red
1374;222;87;81;red
1375;222;87;81;red
1376;221;86;80;red
1377;219;84;78;red
1378;218;84;77;red
1379;218;85;78;red
1380;215;82;73;red
1381;216;83;74;red
1382;217;84;75;red
1383;217;84;75;red
1384;217;84;75;red
1385;217;84;75;red
1386;216;83;75;red
1387;217;84;77;red
1388;218;85;78;red
1389;219;86;79;red
1390;217;84;76;red
1391;216;83;74;red
1392;216;83;74;red
1393;217;84;75;red
1394;217;84;75;red
1395;218;85;76;red
1396;217;84;75;red
1397;216;83;75;red
1398;216;83;76;red
1399;218;85;78;red
1400;219;86;79;red
1401;219;86;78;red
1402;219;85;77;red
1403;219;85;76;red
1404;219;84;77;red
1405;218;83;77;red
1406;219;84;78;red
1407;219;84;78;red
1408;219;84;78;red
1409;219;84;78;red
1410;218;83;77;red
1411;219;84;78;red
1412;218;83;77;red
1413;218;83;77;red
1414;218;83;77;red
1415;219;84;78;red
1416;219;84;78;red
1417;219;84;78;red
1418;217;83;75;red
1419;218;84;75;red
1420;219;85;76;red
1421;219;85;76;red
1422;219;85;76;red
1423;220;86;77;red
1424;220;86;77;red
1425;221;87;78;red
1426;221;87;78;red
1427;221;87;78;red
1428;221;87;78;red
1429;221;86;78;red
1430;221;86;79;red
1431;222;87;81;red
1432;221;86;80;red
1433;221;86;80;red
1434;221;86;80;red
1435;220;85;79;red
1436;218;83;77;red
1437;217;82;76;red
1438;217;83;76;red
1439;218;85;78;red
1440;215;82;73;red
1441;215;82;73;red
1442;216;83;74;red
1443;217;84;75;red
1444;216;83;74;red
1445;215;82;73;red
1446;216;83;75;red
1447;216;83;76;red
1448;218;85;78;red
1449;219;86;79;red
1450;218;85;77;red
1451;216;83;74;red
1452;217;84;75;red
1453;218;85;76;red
1454;218;85;76;red
1455;218;85;76;red
1456;217;84;75;red
1457;215;82;73;red
1458;216;83;75;red
1459;218;85;78;red
1460;220;87;80;red
1461;219;86;79;red
1462;218;85;77;red
1463;219;85;76;red
1464;219;84;77;red
1465;219;84;78;red
1466;219;84;78;red
1467;218;83;77;red
1468;218;83;77;red
1469;219;84;78;red
1470;219;84;78;red
1471;219;84;78;red
1472;218;83;77;red
1473;218;83;77;red
1474;218;83;77;red
1475;219;84;78;red
1476;219;84;78;red
1477;218;83;77;red
1478;217;83;75;red
1479;218;84;76;red
1480;219;85;76;red
1481;219;85;76;red
1482;219;85;76;red
1483;220;86;77;red
1484;221;87;78;red
1485;222;88;79;red
1486;220;86;77;red
1487;220;86;77;red
1488;220;86;77;red
1489;221;87;78;red
1490;221;87;80;red
1491;220;85;79;red
1492;220;85;79;red
1493;221;86;80;red
1494;221;86;80;red
1495;219;84;78;red
1496;218;83;77;red
1497;217;82;76;red
1498;218;84;77;red
1499;217;83;77;red
1500;215;82;73;red
1501;216;83;74;red
1502;216;83;74;red
1503;216;83;74;red
1504;216;83;74;red
1505;215;82;73;red
1506;215;82;75;red
1507;216;83;76;red
1508;216;83;76;red
1509;217;84;77;red
1510;218;85;77;red
1511;217;84;75;red
1512;216;83;74;red
1513;217;84;75;red
1514;218;85;76;red
1515;217;84;75;red
1516;217;84;75;red
1517;215;82;73;red
1518;216;83;75;red
1519;218;85;78;red
1520;219;86;79;red
1521;219;86;79;red
1522;219;86;77;red
1523;219;85;76;red
1524;219;84;77;red
1525;218;84;77;red
1526;218;83;77;red
1527;217;82;76;red
1528;218;83;77;red
1529;218;83;77;red
1530;219;84;78;red
1531;219;84;78;red
1532;218;83;77;red
1533;218;83;77;red
1534;219;84;78;red
1535;220;85;79;red
1536;220;85;79;red
1537;219;84;77;red
1538;218;83;76;red
1539;219;85;76;red
1540;219;85;76;red
1541;219;85;76;red
1542;219;85;76;red
1543;221;87;78;red
1544;222;88;79;red
1545;222;88;79;red
1546;221;87;78;red
1547;220;86;77;red
1548;219;85;76;red
1549;220;86;77;red
1550;220;85;78;red
1551;221;86;79;red
1552;221;86;79;red
1553;221;86;79;red
1554;220;85;79;red
1555;219;84;78;red
1556;218;83;77;red
1557;219;84;78;red
1558;218;83;77;red
1559;216;81;75;red
1560;217;84;75;red
1561;216;83;74;red
1562;216;83;74;red
1563;215;82;73;red
1564;215;82;74;red
1565;215;82;74;red
1566;215;82;75;red
1567;215;82;75;red
1568;215;82;75;red
1569;216;83;76;red
1570;218;85;77;red
1571;218;85;76;red
1572;217;84;75;red
1573;217;84;75;red
1574;217;84;75;red
1575;216;83;74;red
1576;217;84;75;red
1577;215;82;73;red
1578;216;83;74;red
1579;217;84;76;red
1580;217;84;76;red
1581;217;84;76;red
1582;218;84;76;red
1583;217;84;76;red
1584;218;85;77;red
1585;217;84;77;red
1586;217;83;77;red
1587;218;83;77;red
1588;218;83;77;red
1589;217;82;76;red
1590;218;83;77;red
1591;218;83;77;red
1592;217;82;76;red
1593;219;84;78;red
1594;220;85;79;red
1595;220;85;79;red
1596;220;86;79;red
1597;220;86;78;red
1598;219;85;76;red
1599;219;85;76;red
1600;218;84;75;red
1601;218;84;75;red
1602;217;83;74;red
1603;219;85;76;red
1604;221;87;78;red
1605;222;88;79;red
1606;220;86;77;red
1607;219;85;76;red
1608;219;85;76;red
1609;219;85;76;red
1610;218;84;75;red
1611;219;84;77;red
1612;220;85;77;red
1613;219;84;77;red
1614;220;85;79;red
1615;219;84;78;red
1616;218;83;77;red
1617;219;84;78;red
1618;218;83;76;red
1619;216;82;74;red
1620;218;85;76;red
1621;216;83;74;red
1622;215;82;73;red
1623;215;82;73;red
1624;216;83;75;red
1625;216;83;76;red
1626;215;82;75;red
1627;215;82;75;red
1628;216;83;76;red
1629;216;83;76;red
1630;216;83;75;red
1631;217;84;75;red
1632;217;84;75;red
1633;217;84;75;red
1634;217;84;75;red
1635;217;84;75;red
1636;216;83;74;red
1637;215;82;73;red
1638;215;82;73;red
1639;215;82;73;red
1640;215;82;73;red
1641;215;82;74;red
1642;215;82;75;red
1643;216;83;76;red
1644;217;84;77;red
1645;217;84;77;red
1646;217;83;76;red
1647;217;82;76;red
1648;217;82;76;red
1649;216;81;75;red
1650;216;81;75;red
1651;217;82;76;red
1652;217;82;76;red
1653;219;84;78;red
1654;220;85;79;red
1655;220;85;79;red
1656;219;85;77;red
1657;219;85;76;red
1658;219;85;76;red
1659;219;85;76;red
1660;218;84;75;red
1661;217;83;74;red
1662;217;83;74;red
1663;219;85;76;red
1664;220;86;77;red
1665;220;86;77;red
1666;218;84;75;red
1667;218;84;75;red
1668;218;84;75;red
1669;217;83;74;red
1670;217;83;74;red
1671;217;83;74;red
1672;218;84;75;red
1673;218;84;75;red
1674;219;84;77;red
1675;218;83;77;red
1676;217;82;76;red
1677;218;83;76;red
1678;217;83;75;red
1679;217;83;74;red
1680;217;84;75;red
1681;216;83;74;red
1682;215;82;73;red
1683;214;81;72;red
1684;216;83;75;red
1685;217;84;77;red
1686;216;83;76;red
1687;216;83;76;red
1688;217;84;77;red
1689;217;84;77;red
1690;216;83;75;red
1691;216;83;74;red
1692;216;83;74;red
1693;216;83;74;red
1694;217;84;75;red
1695;217;84;75;red
1696;216;83;74;red
1697;215;82;73;red
1698;216;83;74;red
1699;215;82;73;red
1700;215;82;73;red
1701;216;83;74;red
1702;215;82;74;red
1703;215;82;75;red
1704;216;83;76;red
1705;217;84;77;red
1706;217;83;76;red
1707;218;83;77;red
1708;217;82;76;red
1709;217;82;76;red
1710;217;82;76;red
1711;218;83;77;red
1712;218;83;77;red
1713;218;83;77;red
1714;218;83;77;red
1715;219;84;77;red
1716;218;84;76;red
1717;217;83;74;red
1718;218;84;75;red
1719;218;84;75;red
1720;218;84;75;red
1721;218;84;75;red
1722;218;84;75;red
1723;218;84;75;red
1724;219;85;76;red
1725;218;84;75;red
1726;217;83;74;red
1727;217;83;74;red
1728;216;82;73;red
1729;216;82;73;red
1730;217;83;74;red
1731;218;84;75;red
1732;218;84;75;red
1733;218;84;76;red
1734;218;83;76;red
1735;217;82;76;red
1736;217;82;76;red
1737;217;82;76;red
1738;217;82;75;red
1739;217;83;74;red
1740;218;85;76;red
1741;215;82;73;red
1742;214;81;72;red
1743;215;82;73;red
1744;216;83;75;red
1745;216;83;76;red
1746;215;82;75;red
1747;216;83;76;red
1748;216;83;76;red
1749;217;84;77;red
1750;216;83;75;red
1751;216;83;75;red
1752;217;84;75;red
1753;217;84;75;red
1754;217;84;75;red
1755;217;84;75;red
1756;218;85;76;red
1757;217;84;75;red
1758;217;84;75;red
1759;217;84;75;red
1760;217;84;75;red
1761;217;84;75;red
1762;215;82;74;red
1763;217;83;76;red
1764;218;85;78;red
1765;219;86;79;red
1766;219;85;78;red
1767;218;83;77;red
1768;217;82;76;red
1769;217;82;76;red
1770;218;83;77;red
1771;218;83;77;red
1772;217;82;76;red
1773;218;83;77;red
1774;218;83;77;red
1775;219;84;77;red
1776;218;84;76;red
1777;217;83;74;red
1778;218;84;75;red
1779;217;83;74;red
1780;218;84;75;red
1781;218;84;75;red
1782;218;84;75;red
1783;218;84;75;red
1784;218;84;75;red
1785;218;84;75;red
1786;217;83;74;red
1787;217;83;74;red
1788;217;83;74;red
1789;217;83;74;red
1790;217;83;74;red
1791;217;83;74;red
1792;218;84;75;red
1793;218;84;75;red
1794;218;83;76;red
1795;217;82;76;red
1796;218;83;77;red
1797;218;83;77;red
1798;217;82;74;red
1799;217;83;74;red
1800;217;84;75;red
1801;215;82;73;red
1802;215;82;74;red
1803;216;83;75;red
1804;216;83;75;red
1805;215;82;75;red
1806;216;83;76;red
1807;215;82;75;red
1808;215;82;75;red
1809;216;83;76;red
1810;216;83;75;red
1811;217;84;75;red
1812;217;84;75;red
1813;218;85;76;red
1814;218;85;76;red
1815;219;86;77;red
1816;220;87;78;red
1817;219;86;77;red
1818;218;85;76;red
1819;219;86;77;red
1820;220;87;78;red
1821;219;86;77;red
1822;218;84;77;red
1823;219;85;78;red
1824;220;86;79;red
1825;221;86;80;red
1826;219;85;79;red
1827;217;82;76;red
1828;217;82;76;red
1829;217;82;76;red
1830;218;83;77;red
1831;218;83;77;red
1832;217;82;76;red
1833;217;82;76;red
1834;218;83;77;red
1835;219;84;78;red
1836;219;84;76;red
1837;218;84;75;red
1838;218;84;75;red
1839;217;83;74;red
1840;218;84;75;red
1841;219;85;76;red
1842;217;83;74;red
1843;217;83;74;red
1844;218;84;75;red
1845;218;84;75;red
1846;218;84;75;red
1847;217;83;74;red
1848;216;82;73;red
1849;216;82;73;red
1850;216;82;73;red
1851;218;84;75;red
1852;218;84;75;red
1853;218;84;75;red
1854;218;83;75;red
1855;217;83;75;red
1856;218;83;76;red
1857;218;84;76;red
1858;217;83;75;red
1859;218;84;75;red
1860;216;83;74;red
1861;215;82;73;red
1862;214;81;73;red
1863;215;82;75;red
1864;215;82;75;red
1865;215;82;75;red
1866;215;82;75;red
1867;215;82;75;red
1868;215;82;75;red
1869;216;83;76;red
1870;216;83;75;red
1871;217;84;75;red
1872;217;84;75;red
1873;217;84;75;red
1874;217;84;75;red
1875;218;85;76;red
1876;219;86;77;red
1877;219;86;77;red
1878;218;85;76;red
1879;219;86;77;red
1880;220;87;78;red
1881;219;86;77;red
1882;219;85;78;red
1883;220;85;79;red
1884;220;85;79;red
1885;220;85;79;red
1886;220;85;79;red
1887;218;83;77;red
1888;218;83;77;red
1889;218;83;77;red
1890;219;84;78;red
1891;219;84;78;red
1892;218;83;77;red
1893;218;83;77;red
1894;219;84;78;red
1895;219;84;78;red
1896;219;85;77;red
1897;219;85;76;red
1898;218;84;75;red
1899;217;83;74;red
1900;218;84;75;red
1901;218;84;75;red
1902;217;83;74;red
1903;217;83;74;red
1904;217;83;74;red
1905;217;83;74;red
1906;217;83;74;red
1907;217;83;74;red
1908;216;82;73;red
1909;216;82;73;red
1910;216;82;73;red
1911;217;83;74;red
1912;218;84;75;red
1913;218;84;75;red
1914;218;84;75;red
1915;218;84;75;red
1916;218;84;75;red
1917;218;84;75;red
1918;219;85;76;red
1919;219;85;76;red
1920;216;83;75;red
1921;216;83;75;red
1922;216;83;75;red
1923;216;83;76;red
1924;215;82;75;red
1925;215;82;75;red
1926;215;82;75;red
1927;215;82;75;red
1928;216;83;76;red
1929;216;83;75;red
1930;216;83;75;red
1931;217;84;75;red
1932;216;83;74;red
1933;216;83;74;red
1934;216;83;74;red
1935;219;86;77;red
1936;219;86;77;red
1937;220;87;78;red
1938;219;86;77;red
1939;219;86;77;red
1940;220;87;78;red
1941;219;86;78;red
1942;219;85;78;red
1943;219;84;78;red
1944;219;84;78;red
1945;219;84;78;red
1946;220;85;78;red
1947;220;86;77;red
1948;220;86;77;red
1949;219;84;76;red
1950;220;85;78;red
1951;219;84;78;red
1952;219;84;78;red
1953;220;85;79;red
1954;220;85;79;red
1955;220;85;78;red
1956;219;85;77;red
1957;219;85;76;red
1958;218;84;75;red
1959;218;84;75;red
1960;218;84;75;red
1961;218;84;75;red
1962;217;83;74;red
1963;217;83;74;red
1964;217;83;74;red
1965;217;83;74;red
1966;217;83;74;red
1967;216;82;73;red
1968;216;82;73;red
1969;216;82;73;red
1970;216;82;73;red
1971;217;83;74;red
1972;218;84;75;red
1973;218;84;75;red
1974;218;84;75;red
1975;218;84;75;red
1976;217;83;74;red
1977;218;84;75;red
1978;219;85;76;red
1979;219;85;76;red
1980;217;84;77;red
1981;217;85;77;red
1982;217;84;77;red
1983;216;83;76;red
1984;215;82;75;red
1985;214;82;75;red
1986;214;81;74;red
1987;215;82;75;red
1988;216;83;76;red
1989;216;83;76;red
1990;215;82;74;red
1991;215;82;73;red
1992;216;83;74;red
1993;216;83;74;red
1994;217;84;75;red
1995;217;84;75;red
1996;218;85;76;red
1997;219;86;77;red
1998;219;86;77;red
1999;220;87;78;red
2000;220;87;78;red
2001;220;87;78;red
2002;219;85;78;red
2003;219;84;78;red
2004;219;84;77;red
2005;218;83;77;red
2006;218;84;76;red
2007;219;84;76;red
2008;219;85;76;red
2009;219;85;76;red
2010;220;86;79;red
2011;220;85;79;red
2012;219;84;78;red
2013;219;84;78;red
2014;219;84;78;red
2015;218;83;77;red
2016;217;83;75;red
2017;219;85;76;red
2018;219;85;76;red
2019;218;84;76;red
2020;217;83;74;red
2021;217;83;74;red
2022;216;82;73;red
2023;216;82;73;red
2024;217;83;74;red
2025;217;83;74;red
2026;216;82;73;red
2027;216;82;73;red
2028;216;82;73;red
2029;216;82;73;red
2030;216;82;73;red
2031;215;81;72;red
2032;217;83;74;red
2033;217;83;74;red
2034;218;84;75;red
2035;218;84;75;red
2036;218;84;75;red
2037;218;84;75;red
2038;218;84;75;red
2039;219;85;76;red
2040;217;85;77;red
2041;217;85;77;red
2042;216;84;77;red
2043;215;83;75;red
2044;214;82;75;red
2045;214;82;75;red
2046;215;83;76;red
2047;215;84;76;red
2048;215;83;76;red
2049;215;82;75;red
2050;214;81;74;red
2051;215;82;74;red
2052;216;83;75;red
2053;218;85;77;red
2054;217;84;75;red
2055;217;84;75;red
2056;218;85;76;red
2057;220;86;77;red
2058;220;87;78;red
2059;220;87;78;red
2060;220;86;77;red
2061;219;85;76;red
2062;219;84;76;red
2063;218;84;76;red
2064;218;84;76;red
2065;217;82;75;red
2066;217;82;75;red
2067;216;81;74;red
2068;216;81;74;red
2069;216;81;74;red
2070;217;82;76;red
2071;219;84;77;red
2072;218;83;76;red
2073;218;84;76;red
2074;218;83;76;red
2075;218;83;76;red
2076;217;83;76;red
2077;218;84;77;red
2078;218;83;76;red
2079;218;83;76;red
2080;217;83;76;red
2081;216;81;74;red
2082;215;81;73;red
2083;216;82;73;red
2084;216;82;73;red
2085;215;81;72;red
2086;216;81;73;red
2087;215;81;73;red
2088;215;81;74;red
2089;216;81;74;red
2090;216;81;74;red
2091;216;82;74;red
2092;217;82;75;red
2093;217;82;75;red
2094;217;83;75;red
2095;217;82;75;red
2096;217;82;75;red
2097;218;83;76;red
2098;218;83;76;red
2099;219;84;77;red
2100;216;85;77;red
2101;217;85;77;red
2102;216;85;77;red
2103;215;83;75;red
2104;214;83;75;red
2105;215;84;76;red
2106;216;85;77;red
2107;216;85;77;red
2108;215;83;76;red
2109;215;82;75;red
2110;215;82;75;red
2111;215;82;75;red
2112;216;83;76;red
2113;216;83;76;red
2114;217;84;76;red
2115;217;84;75;red
2116;218;85;76;red
2117;219;86;77;red
2118;219;85;76;red
2119;219;85;76;red
2120;218;84;75;red
2121;218;84;75;red
2122;218;84;75;red
2123;217;83;74;red
2124;216;82;73;red
2125;215;81;73;red
2126;215;80;73;red
2127;215;80;74;red
2128;215;80;74;red
2129;215;80;74;red
2130;217;82;75;red
2131;218;84;77;red
2132;218;83;75;red
2133;217;83;74;red
2134;217;82;75;red
2135;217;82;76;red
2136;218;83;77;red
2137;218;83;77;red
2138;218;83;77;red
2139;219;84;78;red
2140;218;83;77;red
2141;216;81;75;red
2142;214;80;72;red
2143;215;81;72;red
2144;216;82;73;red
2145;216;82;73;red
2146;216;81;74;red
2147;216;81;75;red
2148;216;81;75;red
2149;216;81;75;red
2150;216;81;75;red
2151;216;81;75;red
2152;216;81;75;red
2153;215;80;74;red
2154;216;81;75;red
2155;216;81;75;red
2156;217;82;76;red
2157;217;82;76;red
2158;217;83;76;red
2159;218;83;77;red
2160;215;84;76;red
2161;215;84;76;red
2162;216;85;77;red
2163;215;84;76;red
2164;214;83;75;red
2165;215;84;76;red
2166;216;85;77;red
2167;216;85;77;red
2168;215;83;76;red
2169;216;83;76;red
2170;217;84;77;red
2171;216;83;76;red
2172;216;83;76;red
2173;215;82;75;red
2174;215;82;74;red
2175;216;83;74;red
2176;218;85;76;red
2177;217;84;75;red
2178;217;83;74;red
2179;217;83;74;red
2180;217;83;74;red
2181;217;83;74;red
2182;216;82;73;red
2183;215;81;72;red
2184;214;80;71;red
2185;214;80;71;red
2186;214;80;72;red
2187;215;80;74;red
2188;215;80;74;red
2189;216;81;75;red
2190;218;83;77;red
2191;218;84;77;red
2192;218;84;76;red
2193;217;83;74;red
2194;217;82;75;red
2195;218;83;77;red
2196;218;83;77;red
2197;218;83;77;red
2198;218;83;77;red
2199;218;83;77;red
2200;218;83;77;red
2201;216;81;75;red
2202;215;81;73;red
2203;215;81;73;red
2204;216;81;74;red
2205;216;81;74;red
2206;216;81;74;red
2207;216;81;75;red
2208;216;81;75;red
2209;216;81;75;red
2210;216;81;75;red
2211;216;81;75;red
2212;216;81;75;red
2213;216;81;75;red
2214;215;80;74;red
2215;216;81;75;red
2216;217;82;76;red
2217;217;82;76;red
2218;217;82;76;red
2219;218;83;77;red
2220;215;84;76;red
2221;215;84;76;red
2222;216;85;77;red
2223;216;85;77;red
2224;215;84;76;red
2225;215;84;76;red
2226;216;85;77;red
2227;216;85;77;red
2228;216;84;76;red
2229;216;83;76;red
2230;216;83;76;red
2231;216;83;76;red
2232;215;82;75;red
2233;215;82;75;red
2234;216;83;75;red
2235;217;84;75;red
2236;218;85;76;red
2237;217;84;75;red
2238;217;83;74;red
2239;217;83;74;red
2240;216;82;73;red
2241;217;83;74;red
2242;216;82;73;red
2243;216;82;73;red
2244;215;81;72;red
2245;215;81;72;red
2246;214;80;72;red
2247;215;80;74;red
2248;216;81;75;red
2249;217;82;76;red
2250;217;82;76;red
2251;218;83;76;red
2252;218;83;75;red
2253;217;82;74;red
2254;218;83;76;red
2255;218;83;77;red
2256;218;83;77;red
2257;217;82;76;red
2258;217;82;76;red
2259;217;82;76;red
2260;218;83;77;red
2261;217;82;76;red
2262;216;81;75;red
2263;215;80;74;red
2264;216;81;75;red
2265;216;81;74;red
2266;216;81;75;red
2267;217;82;76;red
2268;216;81;75;red
2269;216;81;75;red
2270;216;81;75;red
2271;215;80;74;red
2272;215;80;74;red
2273;216;81;75;red
2274;215;80;74;red
2275;216;81;75;red
2276;218;83;77;red
2277;218;83;77;red
2278;217;82;76;red
2279;217;82;76;red
2280;215;84;76;red
2281;216;85;77;red
2282;216;85;77;red
2283;215;84;76;red
2284;215;84;76;red
2285;215;84;76;red
2286;216;84;76;red
2287;216;84;77;red
2288;216;84;76;red
2289;215;83;75;red
2290;215;82;75;red
2291;216;83;76;red
2292;215;82;74;red
2293;215;82;74;red
2294;216;83;74;red
2295;217;84;75;red
2296;217;84;75;red
2297;217;83;74;red
2298;217;83;74;red
2299;217;83;74;red
2300;217;83;74;red
2301;216;82;73;red
2302;216;82;73;red
2303;216;82;73;red
2304;215;81;72;red
2305;215;81;72;red
2306;215;81;73;red
2307;216;81;74;red
2308;217;82;75;red
2309;217;83;75;red
2310;217;82;76;red
2311;216;81;75;red
2312;216;81;75;red
2313;216;82;74;red
2314;217;82;76;red
2315;217;82;76;red
2316;218;83;77;red
2317;217;82;76;red
2318;217;82;76;red
2319;217;82;76;red
2320;217;82;76;red
2321;217;82;76;red
2322;216;81;75;red
2323;215;80;74;red
2324;216;81;75;red
2325;215;80;74;red
2326;215;80;74;red
2327;216;81;75;red
2328;215;80;74;red
2329;214;79;73;red
2330;214;79;73;red
2331;215;80;74;red
2332;215;80;74;red
2333;215;80;74;red
2334;216;80;74;red
2335;217;81;75;red
2336;218;82;76;red
2337;218;82;76;red
2338;218;81;75;red
2339;219;82;76;red
2340;215;84;76;red
2341;216;85;77;red
2342;216;85;77;red
2343;215;84;76;red
2344;215;84;76;red
2345;215;84;76;red
2346;216;83;76;red
2347;216;83;76;red
2348;216;83;76;red
2349;216;83;76;red
2350;216;83;76;red
2351;216;83;75;red
2352;215;82;74;red
2353;215;82;73;red
2354;215;82;73;red
2355;217;83;74;red
2356;217;83;74;red
2357;216;82;73;red
2358;217;83;74;red
2359;216;82;73;red
2360;215;81;72;red
2361;215;81;72;red
2362;215;81;72;red
2363;215;81;72;red
2364;214;80;71;red
2365;214;80;71;red
2366;215;81;72;red
2367;216;82;73;red
2368;216;82;73;red
2369;217;82;74;red
2370;216;82;75;red
2371;216;81;75;red
2372;216;81;74;red
2373;216;81;74;red
2374;216;81;75;red
2375;218;83;77;red
2376;218;83;77;red
2377;217;82;76;red
2378;216;81;75;red
2379;216;81;75;red
2380;216;81;75;red
2381;216;81;75;red
2382;215;80;74;red
2383;215;80;74;red
2384;215;80;74;red
2385;215;80;74;red
2386;215;80;74;red
2387;215;80;74;red
2388;215;80;74;red
2389;214;79;73;red
2390;215;80;74;red
2391;215;80;74;red
2392;215;80;74;red
2393;214;79;73;red
2394;216;80;74;red
2395;217;80;74;red
2396;218;81;75;red
2397;218;81;75;red
2398;218;81;75;red
2399;219;82;76;red
2400;215;84;76;red
2401;216;85;77;red
2402;216;85;77;red
2403;215;84;76;red
2404;216;85;77;red
2405;216;85;77;red
2406;216;84;77;red
2407;216;83;76;red
2408;216;83;76;red
2409;216;83;76;red
2410;215;82;75;red
2411;215;82;75;red
2412;214;81;73;red
2413;214;81;72;red
2414;215;82;73;red
2415;216;82;73;red
2416;217;83;74;red
2417;217;83;74;red
2418;216;82;73;red
2419;216;82;73;red
2420;215;81;72;red
2421;214;80;71;red
2422;215;81;72;red
2423;214;80;71;red
2424;214;80;71;red
2425;215;81;72;red
2426;215;81;72;red
